o0,o1,o2,o3,o4,o5,o6,o7,o8,o9,o10,o11,o12,o13,o14,o15,o16,o17,o18,o19,o20,o21,o22,o23,o24,o25,o26,o27,o28,o29,o30,o31,o32,o33,PERF
18.248801686656417,19.81048435345742,21.606922144967267,16.608633743685232,37.324934164876915,17.432806385424804,31.78867615705537,35.07680934396818,7.086735181914529,1.949794652192539,6.934662971880098,39.97579281803659,6.7251600530559,47.210609342247245,47.195923361568575,22.96120439441332,23.19850081900038,12.131814286908957,23.378720727588057,46.76895644447393,16.102725759411744,16.578693223101205,49.27381545293443,43.48753324887778,17.838514347060006,44.203099861328916,26.57215030933766,2.287622260876055,44.9586585833139,13.381790561414018,25.59197566128445,32.681912272911305,40.024671543653206,10.35021060958629,-208.98029193201924
17.369099084589603,40.32886781324007,2.1844923610641582,44.51900272272149,34.47454469625529,33.08260455604113,4.214110696003959,32.657094039307545,38.41988168424532,7.796059482777132,40.127698476896065,21.486713165069425,17.467033360850955,49.5828833212346,30.962967518804515,45.506274765578425,42.70701118566574,8.284370042618441,22.380770011662182,26.575825663418538,27.705553528591945,30.3595149099323,20.171655144861173,48.36554882369879,7.904562736088833,3.2588742132984203,39.89834425150543,49.773491884423336,9.122173315024728,36.69167805659564,3.655974988771377,12.997479631391393,44.27842389993508,3.933898543640905,-28.32299450427101
40.77519108568169,31.379496088434657,26.44971054506723,37.30772661309879,33.62149809590897,10.927053089575718,46.08855294266886,33.330418720371405,30.15020439988959,29.827864687665425,20.66759868809081,9.672089248174942,47.61563569070174,32.82055728568261,20.067233791749054,6.711069020889308,11.29093282814593,10.837767063414079,12.253278717069303,24.227922300793843,21.57642308451935,14.180256175834739,45.73229301788684,30.707569226287124,40.21148213305192,13.864520974943872,42.933555657921815,33.67724172370975,39.35510591400672,5.028041784998085,34.3820850939446,2.478687579942104,19.70029107195496,30.10551020636277,-155.37896494050028
34.99773304781877,8.189061317056186,49.99820948503685,32.59626884734605,18.038671226771484,15.324490543640279,11.648297321539431,23.658682887967245,33.36323113874647,7.420436819247229,23.349700667783335,40.52851250331339,39.28933940749082,1.6506848724059913,17.435864234424006,37.11546196813893,35.94839713781756,15.94883138982239,41.149743528014376,33.02945088221373,36.06088216211286,8.106182077067958,8.080779027131005,16.020939388309866,18.072775622674218,42.79749356315296,33.434760772131874,25.235610046317444,49.67918062167074,26.080877548687642,18.38448503166249,39.718674972690174,40.27825837283819,27.118698201536496,-116.60114879726858
15.88306955877441,37.8557995818584,26.827957773682467,1.1280933392689496,21.730692304770532,23.414417767072226,32.7915875309344,43.106845225890424,1.2113243164864227,29.31390626285973,45.31965779638932,45.79989932367727,5.127588378354545,3.767868162905086,15.727638862232704,38.385870400606656,41.19874760407136,2.678003022784177,2.509088379847926,27.7098934708132,26.649970711543347,18.85869588344667,18.853698113761077,38.33555312512742,46.734872251107326,5.577231979013092,42.84115103225006,26.77233958071179,16.833800173758984,21.817709042232202,46.99612914449802,14.773509223435052,29.856256131799736,24.0859184490684,-109.56476243561262
31.143503945443317,38.52901197753805,11.70239088769162,14.656703581020016,1.5988252606643343,47.350236581985875,48.183524419127934,32.39333082675861,22.882839081970275,38.40536637638031,11.008815829034523,4.571894376024561,14.417958595974376,45.9595326167384,31.394571080329637,14.73851700390849,32.29415880231423,15.804409492040792,37.01030411445915,44.026591366911546,32.50418510975556,28.663320118421716,22.038538102479233,15.787813911919313,24.59558434104151,4.124729022285682,30.786536915144154,10.72601778287304,11.089204403263219,5.006653486958156,49.09071126405546,5.160663140565635,37.95768805583529,6.709026956902267,231.33926587248305
3.669405884435801,12.455019600418106,41.43308787042427,20.378749239095796,37.75546697611531,17.81379743192184,26.85780224664076,28.549286166100305,4.676538110863924,14.849562148009912,45.9630121877819,34.30062665625094,24.099262441089042,42.72154896018924,14.705659196939113,4.291052483166188,30.136166254973382,25.029401783325245,7.236264125565652,1.9242938643050804,35.90638150432536,43.802295616400585,32.6194142969867,16.38902982218359,4.921815090309443,34.45157434034477,34.922372132081904,49.36007756351824,9.133066820619618,32.164996183022645,31.60417438432573,7.302216384698207,33.79059511121985,3.2771622509335088,-219.08282744555882
33.956748300954715,8.682018523578538,39.44444205470908,47.45268614985115,22.966064750270004,9.193900720949618,12.461786736853835,20.095673325295678,28.561969694260466,7.9926844283001355,34.97376024479283,35.10133965470707,16.358037393208168,19.966188155510174,41.98137479204114,15.445689958600788,25.06454709724133,41.415479965333404,46.77687539814569,36.74193397036056,8.51128275288083,25.63056533855377,6.362857341042737,36.7421441857358,47.00284100326581,11.302182290226105,21.485664712092394,21.199067561800412,3.20629630852707,15.647925919513607,13.34509148990048,15.222022272249916,28.74239800510123,43.47373210292968,-29.8642823152975
16.095790925059287,39.1807852479563,10.257246301705354,1.3662459641145248,16.713719049524304,5.0614077666339945,5.971107454518943,33.942916351114036,27.49672996440977,33.35752840959417,35.661428208568566,43.42765537192278,11.406066892688969,16.383448996384896,39.46866583671514,41.39943954287984,6.394429118907199,21.186887681220057,28.190716915888245,27.85832267733426,27.62574434610297,24.671362821708943,43.41683986849753,7.025198215072473,39.94960557405412,12.211006734722334,10.612385892682177,4.117187281861397,24.79921536980577,47.28675294476924,48.35619146746874,47.49551082957061,7.022251422586185,39.76131694062356,126.8190521821446
44.66193725148353,4.576317836434349,26.17982217382633,32.74408558730693,22.059622864631482,12.427670867982513,49.907245777954785,3.279384445682663,11.016943858413262,21.970604180543326,19.175901808709188,16.79134552919217,8.67445288260175,40.20706574271296,33.91424553859433,20.7526393012257,30.967711490393963,15.543217710282953,22.59762466218988,20.950272167118683,3.216201848402521,34.51960886511321,26.819812531613223,27.123555835548565,30.57337130474413,30.30061621762672,22.48799201919283,48.324492062744206,8.17090234330037,30.782007567355976,6.335295054286648,48.47351430102251,48.85305658039583,31.284257201953327,-32.66637573589598
