X0,X1,X2,PERF
-6.227991861798653,1.3633138538077176,-2.962637574466167,-0.018254835423834374
-5.895425069593278,1.1323379014080963,9.907614295498997,-0.01322929750241471
-2.9567310188090534,-2.049098104789464,-6.940030708126864,0.2434258034053123
-6.036751236741722,-1.4843634815371711,-8.441109971922835,-0.11490905496677552
-5.0416174054370595,-7.452328275014997,-7.030931405228484,-0.004956490483087902
0.7875638567375134,8.762090496895555,-5.05244006905717,-0.0015156015279612339
5.595233532893513,1.8440499792632394,-0.8082083108476645,0.0008567564112445724
-6.058710264252927,6.956372984036479,-9.437238863548536,-0.002835286086062087
7.894675343692496,0.7600026816390404,0.29322205521279443,0.0005218582113209807
-2.0183464420372577,-2.512254031396875,-3.2623201430971127,0.3414214787527497
-8.294495183903459,-8.473229972196538,0.45580849665660317,-0.07035824444446956
9.343273910192787,6.394834805555197,5.0647239991821,0.001519462949929963
-9.72696231822736,4.346399088764631,5.487765792242666,0.0009141877129519996
8.22131717130783,-2.298198432438064,2.3940109314651323,0.0025908768921824423
2.353384471374131,-2.598678182441705,4.174457277625162,0.14297247655927744
1.7467193652596755,4.873798551262658,-1.4077786399285461,-0.0002397125751802812
-6.3777122111156626,-4.781839853516453,-1.0582079314902053,-0.24204311456862898
-1.4950491937962749,-4.701779756495854,-6.893368533397549,0.40818829958199304
2.7976643409456017,6.273646908599039,8.71018628510926,0.002623317911179622
3.1310496756389554,-9.891357455669274,8.202042842511608,0.007542691191470989
